Bildname,Maskengröße (weiße Pixel)
ADE_train_00012240.jpg,3868
ADE_train_00016348.jpg,610
ADE_train_00003186.jpg,8764
ADE_train_00022737.jpg,770352
ADE_train_00005289.jpg,16241
ADE_train_00009335.jpg,23361
ADE_train_00001989.jpg,2099
ADE_train_00019299.jpg,14248
ADE_train_00011593.jpg,3300
ADE_train_00022734.jpg,191060
ADE_train_00012186.jpg,4503
ADE_train_00003164.jpg,10427
ADE_frame_00000266.jpg,530592
ADE_train_00002145.jpg,8320
ADE_train_00001888.jpg,316852
ADE_train_00001887.jpg,89516
ADE_train_00024555.jpg,22318
ADE_train_00002178.jpg,56238
ADE_train_00012217.jpg,4813
ADE_train_00016148.jpg,30226
ADE_train_00012224.jpg,57170
ADE_train_00022986.jpg,25565
ADE_train_00003066.jpg,728213
ADE_train_00001693.jpg,209256
ADE_train_00012226.jpg,17750
ADE_train_00002288.jpg,390926
ADE_train_00005324.jpg,29347
ADE_train_00025119.jpg,29772
ADE_frame_00000066.jpg,90094
ADE_train_00022763.jpg,57264
ADE_train_00019287.jpg,378801
ADE_train_00001493.jpg,16624
ADE_train_00023731.jpg,28658
ADE_train_00024361.jpg,148034
ADE_train_00004840.jpg,145188
ADE_train_00001652.jpg,348626
ADE_train_00016341.jpg,146
ADE_train_00022677.jpg,69867
ADE_train_00001724.jpg,106164
ADE_train_00019284.jpg,14741
ADE_train_00003060.jpg,6907
ADE_train_00002373.jpg,35022
ADE_train_00007694.jpg,13420
ADE_train_00007701.jpg,12713
ADE_frame_00000042.jpg,37577
ADE_train_00024076.jpg,27375
ADE_frame_00000263.jpg,83946
ADE_train_00012250.jpg,7590
ADE_train_00001492.jpg,6092
ADE_frame_00000299.jpg,64566
ADE_train_00002347.jpg,54529
ADE_train_00001798.jpg,145570
ADE_train_00005600.jpg,39529
ADE_train_00019018.jpg,3695
ADE_train_00001681.jpg,5046
ADE_train_00001645.jpg,22425
ADE_train_00001807.jpg,83358
ADE_train_00001739.jpg,2518
ADE_train_00001665.jpg,37334
ADE_train_00002060.jpg,29800
ADE_train_00022649.jpg,17938
ADE_train_00001503.jpg,577
ADE_train_00001408.jpg,359630
ADE_frame_00000154.jpg,40094
ADE_train_00003062.jpg,4385
ADE_frame_00000265.jpg,152140
ADE_train_00022767.jpg,363795
ADE_train_00004954.jpg,15162
ADE_train_00002371.jpg,4638
ADE_train_00023732.jpg,2700
ADE_train_00012229.jpg,26223
ADE_train_00002273.jpg,28025
ADE_train_00001812.jpg,52769
ADE_train_00005281.jpg,5824
ADE_train_00013807.jpg,376942
ADE_train_00013809.jpg,79995
ADE_train_00001643.jpg,40091
ADE_train_00001738.jpg,15058
ADE_train_00021746.jpg,5513
ADE_train_00001808.jpg,7857
ADE_train_00024479.jpg,27684
ADE_train_00004249.jpg,12563
ADE_train_00001780.jpg,3788
ADE_train_00001984.jpg,1654
ADE_train_00006408.jpg,3664
ADE_train_00019510.jpg,3850
ADE_train_00002280.jpg,105211
ADE_train_00001648.jpg,16799
ADE_train_00005330.jpg,643950
ADE_train_00021168.jpg,316181
ADE_train_00000659.jpg,21164
ADE_train_00002046.jpg,44660
ADE_train_00012244.jpg,39869
ADE_train_00002336.jpg,26224
ADE_train_00002047.jpg,778020
ADE_train_00001783.jpg,49619
ADE_train_00024478.jpg,10064
ADE_train_00023734.jpg,80839
ADE_train_00010977.jpg,1484
ADE_train_00012239.jpg,3739
ADE_train_00020444.jpg,269604
ADE_train_00004386.jpg,22117
ADE_train_00000657.jpg,114720
ADE_train_00001491.jpg,27877
ADE_train_00016054.jpg,5775
ADE_train_00002427.jpg,8589
ADE_train_00001654.jpg,18114
ADE_train_00011669.jpg,54078
ADE_train_00020278.jpg,39920
ADE_train_00025155.jpg,18243
ADE_train_00007696.jpg,579
ADE_train_00001686.jpg,70537
ADE_frame_00000026.jpg,51228
ADE_train_00023924.jpg,151390
ADE_train_00014336.jpg,4687
ADE_train_00016349.jpg,239
ADE_train_00002181.jpg,5282
ADE_train_00001769.jpg,44001
ADE_frame_00000166.jpg,140073
ADE_train_00001644.jpg,73227
ADE_train_00003191.jpg,3708
ADE_train_00001501.jpg,1374
ADE_train_00002186.jpg,1165
ADE_train_00002429.jpg,5517
ADE_train_00001551.jpg,20891
ADE_train_00022742.jpg,278795
ADE_train_00001749.jpg,2792
ADE_train_00012275.jpg,4922
ADE_train_00002421.jpg,14169
ADE_frame_00000029.jpg,35235
ADE_train_00001690.jpg,8158
ADE_train_00011863.jpg,52345
ADE_train_00003174.jpg,18238
ADE_train_00019105.jpg,2045
ADE_train_00001674.jpg,18603
ADE_train_00001900.jpg,139178
ADE_train_00001677.jpg,371
ADE_train_00001636.jpg,1209
ADE_train_00022733.jpg,251414
ADE_train_00001669.jpg,4687
ADE_train_00024827.jpg,530177
ADE_train_00002424.jpg,1517219
ADE_train_00019601.jpg,2319
ADE_train_00010925.jpg,33061
ADE_train_00001782.jpg,6175
ADE_train_00001708.jpg,23101
ADE_train_00001656.jpg,525686
ADE_train_00001639.jpg,4221
ADE_train_00011599.jpg,1214
ADE_train_00002420.jpg,8785
ADE_train_00001725.jpg,28949
ADE_train_00001658.jpg,8938
ADE_train_00001801.jpg,92780
ADE_frame_00000016.jpg,108633
ADE_train_00021743.jpg,6011
ADE_frame_00000051.jpg,68927
ADE_train_00021492.jpg,267283
ADE_train_00022710.jpg,20701
ADE_train_00001890.jpg,175862
ADE_train_00015458.jpg,18242
ADE_train_00016350.jpg,662
ADE_train_00006409.jpg,4685
ADE_train_00002285.jpg,21022
ADE_train_00002053.jpg,1673045
ADE_train_00007691.jpg,402
ADE_train_00012184.jpg,12447
ADE_train_00007688.jpg,7548
ADE_train_00000660.jpg,14765
ADE_train_00001334.jpg,27954
ADE_train_00015463.jpg,31900
ADE_train_00010767.jpg,465239
ADE_train_00008818.jpg,1996
ADE_train_00001971.jpg,159574
ADE_train_00001906.jpg,2445
ADE_train_00016151.jpg,18023
ADE_train_00002340.jpg,10847
ADE_frame_00000107.jpg,66815
ADE_train_00003172.jpg,723
ADE_train_00022743.jpg,600469
ADE_train_00012232.jpg,24743
ADE_train_00020863.jpg,10618
ADE_train_00009499.jpg,44168
